id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
6642,Male,35,25 - 45,Caucasian,0,3,0,0,2,-1,1,F,Possession Of Amphetamine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
6643,Male,27,25 - 45,African-American,0,3,0,0,1,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
6644,Male,21,Less than 25,African-American,0,5,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,5,Medium
6645,Female,37,25 - 45,African-American,0,1,0,0,3,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6646,Male,28,25 - 45,African-American,0,7,0,0,0,-2,3,M,Susp Drivers Lic 1st Offense,1,NA,F,0,Use of Anti-Shoplifting Device,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
6647,Male,30,25 - 45,African-American,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
6648,Male,40,25 - 45,Caucasian,0,2,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6649,Male,41,25 - 45,Caucasian,0,5,0,0,3,-1,1,M,Battery,1,NA,F,NA,False Ownership Info/Pawn Item,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
6650,Male,24,Less than 25,African-American,0,8,0,0,0,-1,1,M,Battery,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,8,High,Risk of Recidivism,8,High
6651,Female,33,25 - 45,African-American,0,4,0,0,3,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6652,Male,25,25 - 45,African-American,0,8,0,0,4,-102,1,F,Pos Cannabis W/Intent Sel/Del,1,NA,F,NA,Pos Cannabis W/Intent Sel/Del,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
6653,Female,30,25 - 45,Caucasian,0,6,0,0,4,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
6654,Male,20,Less than 25,African-American,0,7,0,0,1,0,0,F,Burglary Unoccupied Dwelling,1,NA,M,47,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
6655,Female,42,25 - 45,African-American,0,1,0,0,1,-10,10,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6656,Male,51,Greater than 45,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
6657,Female,40,25 - 45,African-American,0,7,0,0,15,-1,0,F,arrest case no charge,1,NA,F,NA,Crim Use of Personal ID Info,1,NA,(F3),Agg Fleeing and Eluding,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
6658,Male,39,25 - 45,African-American,0,4,0,0,0,-1,1,F,Poss Unlaw Issue Id,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
6659,Male,21,Less than 25,African-American,0,7,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
6660,Male,39,25 - 45,Caucasian,0,2,0,0,2,-2,2,F,Poss Contr Subst W/o Prescript,1,NA,F,0,Possession of Hydromorphone,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6661,Male,24,Less than 25,Caucasian,0,2,0,0,0,0,0,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6662,Male,41,25 - 45,African-American,0,1,0,0,0,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6663,Male,39,25 - 45,African-American,0,4,0,0,1,-1,1,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
6664,Male,39,25 - 45,Other,0,2,1,0,9,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6665,Female,24,Less than 25,African-American,0,8,0,0,3,-1,2,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,8,High
6666,Male,50,Greater than 45,Hispanic,0,1,0,0,1,-1,1,M,Agg Battery Grt/Bod/Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6667,Female,24,Less than 25,African-American,0,4,0,0,1,-23,23,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
6668,Male,29,25 - 45,African-American,0,2,0,0,0,-1,1,M,Disorderly Conduct,1,NA,M,243,Driving License Suspended,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6669,Male,39,25 - 45,African-American,0,10,0,0,35,-45,45,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,10,High
6670,Male,25,25 - 45,Caucasian,0,5,0,0,2,-12,13,M,Prowling/Loitering,1,NA,F,1,Burglary Unoccupied Dwelling,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,5,Medium
6671,Female,23,Less than 25,Caucasian,0,6,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Possess Drug Paraphernalia,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
6672,Male,22,Less than 25,African-American,0,10,0,1,1,0,0,F,"Poss3,4 Methylenedioxymethcath",1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
6673,Male,24,Less than 25,African-American,0,8,0,0,3,0,1,F,Deliver Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
6674,Male,28,25 - 45,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
6675,Male,44,25 - 45,Caucasian,0,1,0,0,2,-1,1,M,DUI Level 0.15 Or Minor In Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6676,Male,20,Less than 25,African-American,0,9,0,1,1,-41,41,F,Fleeing Or Attmp Eluding A Leo,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
6677,Male,33,25 - 45,Hispanic,0,1,0,0,3,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6678,Male,39,25 - 45,Caucasian,0,3,0,0,11,-24,24,F,Possession of Methadone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
6679,Female,26,25 - 45,Other,0,7,0,0,4,-1,1,M,Battery,1,NA,F,0,Felony Battery w/Prior Convict,1,NA,(F3),Felony Battery w/Prior Convict,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
6680,Female,26,25 - 45,African-American,0,5,1,0,6,0,1,F,Agg Battery Grt/Bod/Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
6681,Male,26,25 - 45,African-American,0,9,3,0,3,-1,2022,M,Operating W/O Valid License,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
6682,Male,27,25 - 45,Caucasian,0,8,0,0,5,-1,1,F,Possession Of Heroin,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
6683,Female,24,Less than 25,African-American,0,6,0,0,3,-1,1,M,PL/Unlaw Use Credit Card,1,NA,M,NA,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
6684,Male,21,Less than 25,Caucasian,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
6685,Male,44,25 - 45,African-American,0,5,0,0,0,-1,1,M,Viol Injunct Domestic Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
6686,Male,36,25 - 45,Caucasian,0,2,0,0,1,-19,19,F,arrest case no charge,1,NA,F,NA,Grand Theft in the 3rd Degree,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6687,Male,39,25 - 45,Caucasian,0,8,0,0,10,-1,1,F,Grand Theft in the 3rd Degree,1,NA,F,0,Uttering a Forged Instrument,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
6688,Male,42,25 - 45,Caucasian,0,4,0,0,0,-1,1,F,Possession of LSD,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
6689,Male,45,Greater than 45,Caucasian,0,1,0,0,1,-2,2,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6690,Male,25,25 - 45,African-American,0,10,1,0,7,-1,1,F,Resist Officer w/Violence,1,NA,F,NA,Poss Pyrrolidinovalerophenone,1,NA,(M1),Battery,Risk of Violence,10,High,Risk of Recidivism,10,High
6691,Female,28,25 - 45,Caucasian,0,9,0,0,7,606,244,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
6692,Male,33,25 - 45,Caucasian,0,2,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6693,Male,25,25 - 45,Caucasian,0,3,0,0,0,-1,1,M,DUI Level 0.15 Or Minor In Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6694,Male,50,Greater than 45,Native American,0,1,0,0,0,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6695,Male,32,25 - 45,African-American,0,4,1,0,5,-10,10,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
6696,Male,23,Less than 25,African-American,0,7,0,0,0,-1,1,F,Deliver Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,7,Medium
6697,Male,39,25 - 45,Caucasian,0,5,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
6698,Male,27,25 - 45,African-American,0,8,0,0,12,-1,1,F,Grand Theft Firearm,1,NA,M,0,Resist/Obstruct W/O Violence,1,NA,(M1),Battery,Risk of Violence,4,Low,Risk of Recidivism,8,High
6699,Female,35,25 - 45,Caucasian,0,7,0,0,4,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
6700,Female,21,Less than 25,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
6701,Male,23,Less than 25,African-American,0,5,0,0,1,-58,58,F,Leaving the Scene of Accident,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
6702,Female,38,25 - 45,African-American,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6703,Male,30,25 - 45,African-American,0,2,0,0,4,-10,10,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6704,Male,30,25 - 45,Caucasian,0,5,0,0,1,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
6705,Female,30,25 - 45,Caucasian,0,8,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
6706,Male,26,25 - 45,African-American,1,10,1,0,18,-1,1,F,Grand Theft (Motor Vehicle),1,NA,F,0,Tampering With Physical Evidence,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,10,High
6707,Male,29,25 - 45,Other,0,1,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6708,Male,31,25 - 45,African-American,0,2,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Petit Theft,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6709,Female,22,Less than 25,Asian,0,6,0,0,0,-1,1,F,Burglary Dwelling Occupied,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
6710,Female,22,Less than 25,Caucasian,0,2,0,0,0,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6711,Male,24,Less than 25,Caucasian,0,4,0,0,3,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6712,Female,41,25 - 45,Caucasian,0,2,0,0,1,NA,35,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6713,Male,34,25 - 45,Other,0,2,0,0,0,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6714,Female,63,Greater than 45,Other,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6715,Female,25,25 - 45,African-American,0,5,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
6716,Male,32,25 - 45,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
6717,Female,26,25 - 45,Caucasian,0,6,0,0,1,-13,13,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
6718,Male,69,Greater than 45,Caucasian,0,1,0,0,0,0,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6719,Male,38,25 - 45,African-American,0,7,0,0,2,0,0,F,Possession of Cocaine,1,NA,M,0,Petit Theft $100- $300,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
6720,Male,43,25 - 45,Caucasian,0,3,0,0,4,289,807,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6721,Female,37,25 - 45,African-American,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6722,Male,34,25 - 45,Caucasian,0,5,0,1,3,-1,1,M,Viol Prot Injunc Repeat Viol,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
6723,Male,39,25 - 45,Caucasian,1,7,0,0,13,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,7,Medium
6724,Male,21,Less than 25,African-American,0,4,0,0,0,-1,0,F,Unlaw Pos of Prson ID of another,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
6725,Male,24,Less than 25,Hispanic,0,4,0,1,2,0,986,M,Posses/Disply Susp/Revk/Frd DL,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
6726,Male,44,25 - 45,Hispanic,0,3,0,0,7,-42,42,F,Felony DUI (level 3),1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6727,Male,40,25 - 45,Hispanic,0,1,0,0,1,-1,1,F,Aggravated Assault W/dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6728,Male,38,25 - 45,Caucasian,0,1,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6729,Female,38,25 - 45,Hispanic,0,2,0,0,0,-1,1,F,Agg Battery Grt/Bod/Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6730,Female,31,25 - 45,African-American,0,6,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
6731,Female,29,25 - 45,Caucasian,0,2,0,0,0,0,1,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6732,Male,20,Less than 25,Caucasian,1,9,0,0,1,28,50,F,arrest case no charge,1,NA,M,0,Petit Theft $100- $300,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
6733,Male,22,Less than 25,African-American,0,4,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
6734,Female,22,Less than 25,Caucasian,0,9,0,0,1,-21,21,F,Possession of Oxycodone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,9,High
6735,Female,51,Greater than 45,Hispanic,0,1,0,0,0,-3,3,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6736,Male,25,25 - 45,African-American,0,9,1,3,6,-1,1,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
6737,Male,24,Less than 25,African-American,0,4,0,0,2,-1,1,M,Battery,1,NA,M,0,Use/Poss/Drug Para/Plant/Grow,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
6738,Female,44,25 - 45,African-American,0,7,0,0,4,-155,155,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
6739,Male,47,Greater than 45,African-American,0,8,0,0,0,-1,1,F,Poss Pyrrolidinovalerophenone,1,NA,F,1,Robbery / No Weapon,1,NA,(F2),Robbery / No Weapon,Risk of Violence,6,Medium,Risk of Recidivism,8,High
6740,Female,36,25 - 45,African-American,0,5,0,0,1,-1,1,F,Driving While License Revoked,1,NA,M,NA,DWLS Canceled Disqul 1st Off,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
6741,Male,21,Less than 25,African-American,0,4,0,0,1,-1,1,M,Resist/Obstruct W/O Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
6742,Male,32,25 - 45,African-American,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,6,Medium
6743,Male,35,25 - 45,African-American,0,1,0,0,4,-9,9,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6744,Male,25,25 - 45,African-American,0,10,1,0,3,-1,1,M,Battery,1,NA,F,0,Uttering a Forged Instrument,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,10,High
6745,Female,29,25 - 45,African-American,0,2,0,0,0,0,1,F,Burglary Dwelling Occupied,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6746,Male,25,25 - 45,African-American,0,8,0,3,6,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
6747,Male,23,Less than 25,African-American,0,9,0,1,5,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Retail Theft,1,NA,(M1),Battery,Risk of Violence,9,High,Risk of Recidivism,9,High
6748,Male,23,Less than 25,Other,0,3,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6749,Female,24,Less than 25,Caucasian,0,10,0,0,0,-1,2,M,Possess Cannabis/20 Grams Or Less,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,10,High
6750,Male,22,Less than 25,Caucasian,0,6,0,0,3,-597,435,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
6751,Male,35,25 - 45,Caucasian,0,2,0,0,2,-1,1,F,arrest case no charge,1,NA,M,281,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6752,Male,29,25 - 45,Caucasian,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
6753,Male,30,25 - 45,African-American,0,8,1,1,11,NA,757,M,Possess Cannabis/20 Grams Or Less,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
6754,Female,23,Less than 25,Hispanic,0,4,0,0,0,-2,2,M,Possess Drug Paraphernalia,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
6755,Female,19,Less than 25,African-American,0,4,0,0,0,-1,1,M,Criminal Mischief Damage <$200,1,NA,M,NA,Battery,1,NA,(M1),Battery,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
6756,Male,32,25 - 45,Caucasian,0,1,0,0,0,-1,1,F,Grand Theft (Motor Vehicle),1,NA,M,NA,Possess Cannabis/20 Grams Or Less,1,NA,(F7),Burglary Dwelling Assault/Batt,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6757,Male,39,25 - 45,Caucasian,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6758,Female,39,25 - 45,Caucasian,0,1,0,0,0,-3,3,M,Lve/Scen/Acc/Veh/Prop/Damage,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6759,Male,30,25 - 45,African-American,4,9,0,0,12,0,0,F,Possession of Cocaine,1,NA,F,0,Traffick Oxycodone    14g><28g,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
6760,Male,33,25 - 45,African-American,0,7,0,0,2,-1,1,F,Tamper With Witness,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
6761,Female,30,25 - 45,Caucasian,0,6,0,0,9,-58,58,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,6,Medium
6762,Male,20,Less than 25,Caucasian,0,3,0,0,0,NA,NA,O,NA,1,NA,M,0,Petit Theft,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
6763,Female,36,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6764,Female,24,Less than 25,Caucasian,0,3,0,1,1,-1,1422,M,Temporary Tag,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
6765,Male,61,Greater than 45,Hispanic,0,1,0,0,1,-81,81,F,Lewd or Lascivious Molestation,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6766,Male,29,25 - 45,African-American,0,8,1,1,8,-1,1,F,Poss Pyrrolidinovalerophenone,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
6767,Male,54,Greater than 45,Other,0,1,0,0,0,-1,1,M,DUI Level 0.15 Or Minor In Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6768,Male,20,Less than 25,African-American,0,8,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,8,High
6769,Female,40,25 - 45,Caucasian,0,2,0,0,0,0,0,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6770,Male,26,25 - 45,Caucasian,0,5,0,0,4,-1,1,F,Possession of Hydrocodone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
6771,Male,53,Greater than 45,African-American,0,7,0,0,4,-4,4,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,7,Medium
6772,Female,20,Less than 25,African-American,0,6,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
6773,Female,28,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Assault,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6774,Male,38,25 - 45,Hispanic,0,2,0,0,2,0,1485,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6775,Male,27,25 - 45,African-American,0,9,1,0,9,-1,1,F,Possession of Cocaine,1,NA,F,1,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
6776,Male,55,Greater than 45,Caucasian,0,3,0,0,0,-1,1,F,Battery on a Person Over 65,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
