id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid,compas_guess,compas_correct
5633,2,0,37,0,0,0,402,0,2,0,0,1
5634,1,0,39,0,0,0,179,1,1,0,0,1
5635,1,1,52,0,0,3,128,0,1,0,0,1
5637,6,0,60,0,0,1,45,0,1,0,0,1
5638,3,0,37,0,0,2,21,0,1,0,0,1
5639,1,0,42,0,0,4,58,1,1,1,0,0
5644,3,0,44,0,0,0,28,0,1,1,0,0
5646,2,0,23,0,0,6,306,1,6,1,1,1
5647,2,1,42,0,0,0,133,0,1,1,0,0
5649,1,1,28,0,0,2,28,1,3,0,0,1
5650,2,0,28,0,0,5,306,1,4,0,0,1
5651,1,0,38,0,0,12,192,1,5,0,1,0
5652,2,1,43,0,0,2,190,1,2,1,0,0
5654,2,0,42,0,0,0,169,1,5,0,1,0
5655,1,1,25,0,0,0,45,0,3,0,0,1
5657,2,0,32,0,0,7,186,1,9,1,1,1
5658,2,0,21,0,0,0,336,1,6,1,1,1
5659,1,1,35,0,0,1,45,0,5,0,1,0
5660,1,0,37,0,0,0,58,1,5,0,1,0
5664,2,1,33,0,0,2,156,1,2,0,0,1
5665,1,1,51,0,0,4,28,1,3,0,0,1
5666,1,0,39,0,0,3,313,1,4,0,0,1
5667,3,0,35,0,0,5,425,0,6,1,1,1
5668,2,0,40,0,0,3,169,1,7,0,1,0
5669,2,0,32,0,0,17,306,1,8,1,1,1
5670,1,0,18,5,0,4,58,1,8,1,1,1
5671,1,0,32,0,0,3,280,1,6,1,1,1
5672,6,0,37,0,0,0,45,0,1,0,0,1
5673,2,0,32,0,0,10,172,1,6,1,1,1
5675,1,0,47,0,0,5,423,0,3,1,0,0
5676,1,1,23,0,0,0,261,0,7,0,1,0
5677,1,0,63,0,0,10,85,1,4,1,0,0
5678,2,0,38,0,1,16,260,1,9,1,1,1
5680,2,0,32,0,0,6,45,0,5,1,1,1
5681,2,0,31,0,0,4,379,1,8,1,1,1
5684,2,0,23,0,0,0,108,1,3,0,0,1
5685,3,0,38,0,0,1,239,0,5,0,1,0
5686,1,1,47,0,0,0,45,0,1,0,0,1
5687,1,0,33,0,0,1,28,1,8,1,1,1
5689,1,0,22,0,0,1,186,1,4,0,0,1
5691,1,0,26,0,0,1,423,0,3,0,0,1
5692,1,0,40,0,0,0,45,0,1,1,0,0
5693,2,0,36,10,0,14,58,1,7,1,1,1
5695,1,1,65,0,0,0,134,0,1,0,0,1
5696,1,0,44,0,0,4,45,0,5,1,1,1
5697,2,1,22,0,0,0,45,0,3,0,0,1
5698,3,0,34,0,0,0,133,0,1,0,0,1
5699,3,1,38,0,0,0,172,1,1,0,0,1
5700,1,1,26,0,0,4,297,1,3,1,0,0
5701,3,0,20,0,0,0,45,0,4,1,0,0
5703,3,0,49,0,0,0,336,1,1,0,0,1
5707,2,0,56,0,0,7,186,1,4,0,0,1
5711,1,0,52,0,0,2,190,1,9,1,1,1
5713,6,0,25,0,0,2,45,0,2,1,0,0
5716,2,0,34,0,0,5,5,1,1,0,0,1
5717,2,0,33,0,0,1,45,0,1,1,0,0
5719,2,0,21,0,1,1,71,1,7,0,1,0
5722,2,0,46,0,0,9,246,1,4,0,0,1
5723,2,0,22,0,0,2,45,0,6,1,1,1
5724,1,0,57,0,0,1,134,0,4,0,0,1
5725,2,0,22,0,0,2,306,1,3,1,0,0
5726,1,1,48,0,0,1,128,0,1,1,0,0
5727,2,0,40,0,0,21,168,1,5,0,1,0
5728,2,1,30,0,0,1,28,1,2,0,0,1
5729,1,0,21,0,1,4,45,0,7,1,1,1
5730,2,1,39,0,2,22,306,1,10,1,1,1
5731,1,0,27,0,0,13,28,1,6,1,1,1
5732,1,1,33,0,0,0,283,0,6,1,1,1
5733,2,0,24,0,0,0,15,1,3,0,0,1
5735,2,0,43,0,0,0,83,1,1,1,0,0
5736,1,1,45,0,0,0,45,0,1,0,0,1
5738,2,0,51,0,0,3,137,1,3,0,0,1
5739,2,1,35,0,0,2,268,1,2,1,0,0
5740,2,0,31,0,0,9,45,0,7,1,1,1
5741,1,0,27,0,0,0,45,0,2,0,0,1
5742,2,0,32,0,0,1,28,1,2,0,0,1
5743,1,0,49,0,0,0,134,0,1,0,0,1
5745,2,0,29,0,0,2,190,1,3,0,0,1
5748,2,0,23,0,1,2,21,1,6,1,1,1
5749,4,0,30,0,0,6,45,0,3,0,0,1
5750,2,0,55,0,0,12,306,1,6,1,1,1
5753,1,0,30,0,0,0,134,0,4,0,0,1
5754,2,0,34,0,0,13,297,1,4,1,0,0
5755,1,0,56,0,0,2,371,1,1,0,0,1
5756,2,0,33,0,0,4,172,1,6,0,1,0
5757,2,0,28,0,0,1,45,0,2,0,0,1
5759,2,0,29,0,0,1,371,1,8,0,1,0
5760,1,0,38,0,0,0,132,0,1,0,0,1
5761,1,0,37,0,0,0,169,1,3,0,0,1
5762,1,1,33,0,0,0,134,0,1,1,0,0
5763,3,0,30,0,0,0,6,1,2,0,0,1
5765,2,0,51,1,0,19,175,1,9,0,1,0
5768,2,0,65,0,0,7,283,0,5,0,1,0
5769,2,1,32,0,0,1,45,0,1,0,0,1
5772,1,0,38,0,0,5,190,1,7,1,1,1
5773,2,0,35,0,0,1,253,1,4,0,0,1
5774,1,0,57,0,0,1,10,1,1,0,0,1
5776,1,0,26,0,0,1,28,1,3,0,0,1
5778,3,1,23,0,3,7,45,0,8,1,1,1
5779,2,1,36,2,0,4,45,0,6,1,1,1
5782,3,1,33,0,0,2,249,1,4,1,0,0
5784,1,0,35,0,0,3,306,1,5,1,1,1
5785,2,0,33,0,0,0,186,1,1,0,0,1
5787,1,0,47,0,0,0,45,0,1,0,0,1
5789,3,1,53,0,0,0,45,0,1,0,0,1
5790,6,0,31,0,0,6,246,1,5,0,1,0
5792,1,0,35,0,0,1,31,0,4,1,0,0
5793,2,1,36,0,0,1,306,1,3,1,0,0
5795,1,1,25,0,0,0,45,0,3,0,0,1
5797,3,0,52,0,0,10,170,1,6,0,1,0
5799,3,0,23,0,0,3,45,0,7,1,1,1
5800,2,0,34,0,0,7,242,0,3,0,0,1
5801,1,0,51,0,0,6,306,1,3,1,0,0
5804,2,0,24,0,0,8,186,1,8,1,1,1
5806,1,0,32,0,0,0,292,1,2,1,0,0
5808,2,0,43,0,0,8,175,1,7,1,1,1
5809,2,0,45,1,0,20,28,0,7,0,1,0
5810,2,0,42,0,0,10,127,0,5,1,1,1
5811,2,0,22,0,0,1,190,1,7,1,1,1
5812,2,0,49,0,0,4,306,1,4,0,0,1
5813,2,0,42,0,0,0,311,1,1,1,0,0
5814,1,0,40,0,0,0,242,0,8,1,1,1
5816,2,0,25,0,1,2,15,1,7,1,1,1
5817,1,0,25,0,0,0,423,0,5,1,1,1
5818,2,0,23,0,0,0,169,1,5,0,1,0
5820,1,0,21,0,0,2,172,1,7,1,1,1
5821,1,0,31,0,0,3,45,0,5,0,1,0
5824,2,1,28,0,0,0,45,0,2,0,0,1
5825,2,0,24,0,0,11,190,1,9,1,1,1
5826,1,0,45,0,0,0,35,1,1,0,0,1
5827,2,0,23,0,0,2,45,0,4,1,0,0
5828,2,0,39,0,0,7,21,1,8,1,1,1
5830,1,0,25,0,0,2,55,1,4,0,0,1
5831,2,0,24,0,1,1,190,1,2,0,0,1
5832,1,0,46,0,0,1,28,1,1,0,0,1
5833,1,0,47,0,0,3,336,1,1,0,0,1
5835,1,0,54,0,0,2,206,0,4,1,0,0
5836,2,0,22,0,0,1,283,0,4,1,0,0
5837,1,1,34,0,0,0,45,0,2,0,0,1
5838,1,0,33,0,0,0,128,0,1,1,0,0
5841,1,0,27,0,0,1,255,0,6,0,1,0
5842,2,0,29,0,0,16,179,1,10,1,1,1
5846,3,0,34,0,0,3,45,0,2,0,0,1
5847,2,0,32,0,0,1,129,1,5,0,1,0
5849,2,0,29,0,0,0,45,0,6,0,1,0
5850,1,1,25,0,0,2,408,0,3,1,0,0
5851,1,0,34,0,0,16,169,1,6,1,1,1
5852,2,1,55,0,0,1,246,1,1,0,0,1
5853,2,0,27,0,0,0,21,1,4,1,0,0
5854,2,0,26,0,0,0,28,0,3,0,0,1
5856,2,0,39,2,2,19,129,1,9,1,1,1
5857,2,0,24,0,0,1,307,1,7,0,1,0
5858,1,0,29,0,0,0,45,0,2,0,0,1
5861,1,1,31,0,0,3,306,1,7,1,1,1
5863,2,0,50,0,0,13,190,1,1,1,0,0
5864,3,0,25,0,0,2,190,1,5,1,1,1
5865,2,0,31,0,0,4,28,1,5,1,1,1
5867,6,0,31,0,0,0,45,0,2,0,0,1
5869,1,0,26,1,0,2,303,1,6,0,1,0
5871,1,0,54,0,0,2,28,1,2,0,0,1
5873,2,0,33,0,0,14,306,1,8,1,1,1
5875,2,0,22,0,0,0,45,0,4,1,0,0
5877,2,0,35,0,1,8,129,1,9,0,1,0
5878,6,1,30,0,0,4,28,1,7,1,1,1
5880,2,0,25,0,0,0,172,1,2,0,0,1
5881,2,0,25,0,0,0,103,1,5,0,1,0
5882,2,0,44,0,0,0,317,1,2,1,0,0
5883,1,1,29,0,0,2,418,1,7,1,1,1
5885,1,0,46,0,0,2,28,1,3,1,0,0
5886,1,0,53,0,0,0,45,0,1,0,0,1
5887,2,0,24,0,0,2,129,1,7,1,1,1
5889,2,1,52,0,0,2,306,1,1,1,0,0
5890,2,0,27,0,0,0,45,0,2,1,0,0
5891,1,0,41,0,0,0,169,1,1,0,0,1
5892,2,1,21,0,0,0,190,1,5,1,1,1
5895,1,0,24,0,0,1,298,1,4,0,0,1
5896,1,0,38,0,0,8,129,1,2,0,0,1
5898,1,0,23,0,0,0,45,0,2,0,0,1
5899,2,0,42,0,0,0,129,1,1,0,0,1
5900,1,0,32,0,0,4,190,1,5,0,1,0
5901,3,0,24,0,0,3,45,0,7,1,1,1
5902,2,0,24,5,0,5,58,1,8,1,1,1
5904,2,0,26,0,0,4,186,1,8,1,1,1
5905,1,0,50,0,0,9,64,1,3,1,0,0
5906,2,1,32,0,0,3,49,0,6,0,1,0
5907,2,0,40,0,0,13,28,1,9,0,1,0
5908,1,0,25,0,0,1,121,0,2,1,0,0
5912,3,0,42,0,0,1,28,1,1,0,0,1
5914,2,0,27,0,0,2,205,1,3,0,0,1
5915,1,0,23,0,0,0,297,1,9,1,1,1
5916,2,0,37,0,0,22,28,0,9,1,1,1
5917,2,0,32,0,0,1,132,0,4,1,0,0
5918,2,0,38,0,0,2,28,0,7,1,1,1
5921,1,0,52,0,0,4,426,0,3,1,0,0
5923,1,0,29,0,0,2,169,1,2,0,0,1
5924,2,0,28,0,0,7,337,0,3,1,0,0
5926,2,0,49,0,0,0,264,0,1,0,0,1
5928,1,0,50,0,0,0,211,1,1,0,0,1
5929,1,0,26,0,0,2,5,1,2,1,0,0
5930,1,1,34,0,0,0,268,1,8,1,1,1
5931,1,1,28,0,0,1,28,1,7,0,1,0
5932,1,0,36,0,0,4,183,1,8,1,1,1
5933,2,0,45,0,0,1,15,1,2,1,0,0
5934,2,0,30,0,0,0,172,1,3,1,0,0
5935,2,0,24,0,0,3,58,1,4,1,0,0
5937,2,0,25,0,0,0,45,0,2,1,0,0
5938,2,0,25,0,0,4,45,0,3,1,0,0
5939,1,0,45,0,0,2,306,1,1,0,0,1
5942,1,0,26,0,0,1,268,1,7,1,1,1
5943,6,0,37,0,0,2,214,1,1,0,0,1
5946,3,0,24,0,0,0,45,0,2,0,0,1
5947,1,0,40,0,0,2,28,0,1,0,0,1
5948,1,0,60,0,0,1,128,0,1,0,0,1
5951,3,1,33,0,0,0,6,1,2,0,0,1
5952,2,0,31,0,0,6,28,1,9,0,1,0
5953,3,0,53,0,0,18,28,1,2,0,0,1
5954,3,0,55,0,0,0,423,0,1,0,0,1
5955,1,0,36,0,0,4,128,0,6,0,1,0
5957,6,0,30,0,0,6,15,1,9,1,1,1
5958,2,0,21,0,0,1,28,1,7,1,1,1
5960,1,0,55,0,0,0,45,0,1,0,0,1
5963,1,0,22,0,0,1,28,1,3,1,0,0
5964,2,1,23,0,0,1,28,1,3,0,0,1
5965,1,1,24,0,0,7,28,0,8,1,1,1
5967,2,1,40,0,0,13,306,1,10,1,1,1
5968,1,0,57,0,0,9,306,1,4,1,0,0
5969,1,0,33,0,0,0,70,0,3,1,0,0
5970,1,0,32,0,0,2,15,1,1,0,0,1
5971,1,0,47,0,0,3,28,1,2,0,0,1
5973,1,0,51,0,0,6,423,0,1,1,0,0
5974,2,0,22,0,1,1,61,1,6,0,1,0
5975,1,0,47,0,0,2,100,1,1,0,0,1
5976,1,0,28,0,0,1,306,1,1,1,0,0
5977,2,0,21,0,0,1,58,1,10,1,1,1
5978,2,0,28,0,0,5,190,1,8,0,1,0
5981,1,1,44,0,0,1,45,0,1,1,0,0
5982,2,0,25,0,0,0,169,1,4,1,0,0
5984,2,0,34,0,0,4,45,0,2,0,0,1
5985,1,0,65,0,0,0,134,0,1,0,0,1
5987,1,0,33,0,0,5,129,1,6,1,1,1
5988,1,1,23,0,0,0,45,0,3,0,0,1
5989,1,1,44,0,0,0,45,0,1,0,0,1
5990,3,0,21,1,0,1,28,1,8,1,1,1
5992,2,0,24,0,0,1,45,0,3,0,0,1
5993,1,0,51,0,0,1,45,0,2,0,0,1
5994,2,1,21,0,0,0,49,1,8,1,1,1
5995,1,0,39,0,0,6,28,1,6,0,1,0
5996,2,0,29,0,0,29,253,1,8,1,1,1
5997,1,0,24,0,0,1,15,1,6,0,1,0
6000,2,1,23,0,0,0,292,1,5,1,1,1
6001,2,0,31,0,0,11,268,1,10,1,1,1
6002,2,1,35,0,0,0,243,0,2,0,0,1
6004,6,0,30,0,0,0,190,1,1,0,0,1
6005,1,0,34,0,0,8,306,1,7,0,1,0
6006,2,1,39,0,0,4,15,1,6,0,1,0
6009,2,0,29,0,0,6,168,0,2,0,0,1
6010,1,0,51,0,0,0,128,0,1,0,0,1
6011,1,0,22,0,0,1,28,1,7,0,1,0
6013,1,0,29,0,0,2,28,1,2,0,0,1
6014,1,0,35,0,0,8,28,1,8,1,1,1
6019,1,0,32,0,0,6,39,1,2,1,0,0
6021,1,0,33,0,0,3,45,0,4,1,0,0
6022,1,0,58,0,0,5,190,1,3,1,0,0
6023,6,0,54,0,0,0,14,1,1,0,0,1
6024,2,0,30,0,0,3,129,1,2,0,0,1
6027,2,0,33,0,0,2,346,1,9,1,1,1
6029,2,0,24,0,0,0,190,1,3,1,0,0
6030,2,0,48,0,0,10,190,1,4,0,0,1
6032,2,0,23,0,0,0,45,0,8,0,1,0
6034,1,0,23,0,0,2,190,1,7,1,1,1
6035,4,0,47,0,0,1,45,0,1,0,0,1
6036,6,0,21,0,0,0,190,1,4,0,0,1
6040,2,0,29,0,0,0,45,0,9,1,1,1
6041,1,0,48,0,0,2,28,1,1,0,0,1
6042,1,0,37,0,0,4,45,0,4,1,0,0
6043,1,0,50,0,0,3,169,1,3,0,0,1
6044,2,0,19,0,0,3,59,1,8,1,1,1
6045,1,0,39,0,0,2,241,0,3,0,0,1
6046,2,0,49,2,0,13,129,1,3,0,0,1
6047,1,0,58,0,0,2,336,1,5,0,1,0
6048,2,0,31,0,0,6,306,1,8,0,1,0
6051,2,0,23,0,0,1,45,0,7,0,1,0
6055,2,1,23,0,0,0,15,1,3,1,0,0
6056,1,0,31,0,0,17,319,1,8,1,1,1
6058,6,0,33,0,0,0,28,1,1,1,0,0
6062,1,0,57,0,0,6,190,1,2,0,0,1
6064,1,1,31,0,0,0,45,0,2,0,0,1
6065,2,0,57,0,0,19,306,1,6,0,1,0
6066,1,0,57,0,0,12,130,0,5,0,1,0
6067,2,0,29,0,0,6,45,0,7,1,1,1
6070,2,0,30,0,0,0,45,0,1,1,0,0
6071,2,0,45,0,0,11,170,1,3,0,0,1
6073,1,0,42,0,0,0,379,1,5,0,1,0
6074,6,0,48,0,0,7,71,1,2,0,0,1
6075,2,0,29,0,2,12,379,1,8,1,1,1
6077,1,0,23,0,0,0,190,1,4,0,0,1
6078,1,1,28,0,0,0,129,1,2,0,0,1
6079,2,0,41,0,0,3,172,1,7,0,1,0
6080,2,0,25,0,0,1,45,0,2,1,0,0
6081,1,1,34,0,0,3,45,0,5,0,1,0
6082,2,0,53,0,0,26,306,1,5,1,1,1
6083,2,1,28,0,0,1,49,1,3,1,0,0
6084,2,0,27,0,0,0,379,1,2,0,0,1
6085,2,0,39,0,0,4,11,1,4,0,0,1
6087,1,1,55,0,0,6,10,1,4,0,0,1
6089,2,0,27,0,0,4,28,1,5,1,1,1
6094,1,0,30,0,0,7,100,1,10,1,1,1
6095,2,0,31,3,0,15,45,0,10,1,1,1
6096,2,0,20,0,0,1,21,0,9,1,1,1
6097,1,0,26,0,0,2,15,1,9,1,1,1
6098,2,0,44,0,0,7,306,1,5,1,1,1
6099,2,0,33,0,0,17,28,1,10,1,1,1
6100,1,0,34,0,0,0,180,1,1,1,0,0
6101,1,0,27,0,0,0,45,0,2,0,0,1
6103,2,0,21,0,0,1,303,1,7,1,1,1
6105,2,0,29,0,0,4,172,1,2,0,0,1
6106,2,0,27,0,0,7,129,1,6,0,1,0
6107,1,1,24,0,0,0,418,1,8,0,1,0
6108,2,0,29,0,0,0,129,1,5,1,1,1
6109,1,0,20,0,0,0,74,1,3,0,0,1
6110,1,1,23,0,0,0,306,1,3,0,0,1
6111,2,1,48,0,0,0,134,0,1,0,0,1
6112,2,0,34,0,0,0,128,0,1,1,0,0
6113,2,0,46,0,0,1,45,0,6,1,1,1
6114,1,1,41,0,0,3,129,1,5,0,1,0
6116,2,0,26,0,0,3,104,1,6,1,1,1
6117,2,0,37,0,0,11,172,1,8,1,1,1
6118,1,1,54,0,0,7,28,1,5,0,1,0
6119,2,1,25,0,0,5,399,0,10,0,1,0
6123,1,1,22,0,0,2,28,1,3,0,0,1
6125,2,0,32,0,0,7,172,1,1,0,0,1
6127,2,0,44,0,0,0,133,0,1,0,0,1
6129,2,0,28,0,0,1,56,1,1,0,0,1
6131,2,0,60,0,0,3,130,0,1,0,0,1
6133,1,0,49,0,0,0,306,1,1,0,0,1
6134,2,0,32,0,0,9,346,1,4,0,0,1
6135,2,0,30,0,0,10,45,0,4,1,0,0
6137,1,0,52,0,0,0,222,1,1,0,0,1
6139,2,1,27,0,0,1,246,0,10,0,1,0
6140,2,0,34,0,0,0,275,1,10,0,1,0
6143,2,0,55,0,0,5,170,1,4,1,0,0
6145,2,0,37,0,0,6,45,0,6,0,1,0
6146,2,0,33,0,0,0,337,0,7,0,1,0
6147,2,0,22,0,0,0,303,1,6,1,1,1
6148,2,1,27,0,0,0,31,0,2,0,0,1
6149,2,0,20,0,0,0,418,1,5,1,1,1
6150,1,0,33,0,0,0,54,1,2,0,0,1
6152,2,0,26,0,0,0,45,0,2,0,0,1
6153,2,0,29,0,0,0,138,0,5,0,1,0
6154,2,0,32,0,0,1,128,0,3,0,0,1
6156,1,0,37,0,0,4,45,0,1,0,0,1
6159,2,0,31,0,0,15,28,1,10,0,1,0
6160,2,0,29,0,0,6,129,1,8,1,1,1
6161,2,0,31,0,0,6,28,1,4,0,0,1
6162,1,1,36,0,0,2,10,1,3,0,0,1
6163,2,0,35,0,0,4,261,0,6,0,1,0
6164,2,1,37,0,0,1,66,1,1,0,0,1
6165,1,0,34,0,0,5,242,0,2,1,0,0
6166,1,0,20,0,0,1,31,0,5,1,1,1
6167,2,1,50,0,0,12,45,0,6,1,1,1
6169,1,0,24,0,0,8,175,1,9,1,1,1
6170,2,0,29,0,1,8,45,0,9,1,1,1
6171,2,1,45,0,0,1,129,1,1,0,0,1
6172,1,0,34,0,0,2,28,1,7,1,1,1
6173,2,0,70,0,0,0,128,0,1,0,0,1
6175,2,0,26,0,0,2,28,1,4,0,0,1
6177,2,0,23,1,0,4,28,1,9,0,1,0
6178,1,0,27,0,0,5,127,0,4,0,0,1
6179,1,0,44,0,0,6,190,1,6,1,1,1
6180,2,0,23,0,0,2,28,0,3,1,0,0
6182,2,0,26,0,0,0,45,0,5,0,1,0
6183,1,1,23,0,0,2,45,0,6,0,1,0
6185,2,0,27,0,0,3,28,1,9,1,1,1
6189,1,1,46,0,0,1,167,1,2,0,0,1
6191,2,1,27,1,0,1,28,1,5,0,1,0
6192,1,0,45,0,0,7,168,1,2,0,0,1
6193,2,0,42,0,0,1,28,0,5,0,1,0
6195,1,1,24,0,1,3,45,0,5,1,1,1
6196,2,0,20,1,1,2,28,1,8,1,1,1
6198,1,0,49,0,0,3,306,1,4,0,0,1
6199,1,0,29,0,0,8,28,0,9,1,1,1
6200,3,0,29,0,0,0,71,1,2,0,0,1
6201,1,1,52,0,0,1,49,1,1,0,0,1
6202,3,0,37,0,0,4,45,0,1,1,0,0
6203,2,0,26,0,0,1,45,0,3,0,0,1
6205,2,0,53,0,0,15,172,1,1,1,0,0
6206,3,0,47,0,0,1,28,1,1,0,0,1
6207,2,0,38,0,0,0,145,0,8,1,1,1
6208,2,0,25,0,0,1,306,1,6,0,1,0
6210,2,0,21,1,0,1,58,1,10,1,1,1
6212,2,0,48,0,0,0,45,0,1,0,0,1
6213,1,1,40,0,0,1,306,1,2,0,0,1
6215,6,1,24,0,0,0,418,1,3,0,0,1
6216,2,0,22,0,0,0,61,1,4,1,0,0
6219,2,0,36,0,0,4,28,0,8,0,1,0
6221,1,0,38,0,0,2,45,0,2,0,0,1
6222,6,0,23,0,0,0,169,1,3,1,0,0
6223,6,0,54,0,0,2,45,0,1,0,0,1
6224,3,0,24,0,0,1,28,1,4,0,0,1
6226,1,1,44,0,0,0,122,0,1,1,0,0
6227,2,1,23,0,0,2,10,1,7,1,1,1
6228,1,0,64,0,0,0,239,0,1,0,0,1
6229,1,0,38,0,0,5,176,0,5,1,1,1
6230,6,1,45,0,0,0,45,0,1,0,0,1
6231,2,0,49,0,0,1,190,1,5,0,1,0
6234,2,1,45,0,0,3,306,1,7,0,1,0
6236,4,0,33,0,0,0,45,0,1,0,0,1
6238,3,0,44,0,0,2,209,1,2,0,0,1
6239,2,0,51,0,0,3,28,1,1,0,0,1
6240,2,0,50,0,0,0,306,1,1,0,0,1
6241,1,0,33,0,2,2,423,0,2,0,0,1
6242,1,1,54,0,0,0,45,0,1,0,0,1
6244,3,0,28,0,0,3,303,1,5,1,1,1
6245,1,0,33,0,0,14,28,1,9,0,1,0
6247,2,0,42,0,0,17,28,0,7,1,1,1
6248,1,0,34,0,0,3,129,1,1,0,0,1
6249,1,0,38,0,0,2,85,1,3,1,0,0
6250,2,0,21,0,0,1,52,1,9,1,1,1
6251,2,0,33,0,0,5,172,1,4,0,0,1
6256,2,0,32,0,0,9,28,0,7,1,1,1
6259,1,0,45,0,0,1,45,0,1,0,0,1
6260,1,0,30,0,0,1,311,1,8,1,1,1
6264,2,1,29,0,0,0,6,1,10,0,1,0
6266,2,0,44,0,0,3,127,0,3,0,0,1
6267,1,1,51,0,0,0,45,0,1,1,0,0
6268,2,1,28,0,0,0,15,1,3,0,0,1
6271,1,0,27,0,0,1,303,1,3,0,0,1
6274,3,0,28,0,0,16,311,1,10,1,1,1
6278,2,1,30,0,0,0,193,1,2,0,0,1
6280,2,0,32,0,0,0,45,0,7,0,1,0
6281,1,0,27,0,0,5,190,1,4,0,0,1
6282,3,0,21,0,0,1,49,1,5,1,1,1
6284,2,0,21,0,0,0,64,1,5,0,1,0
6285,1,1,34,0,0,0,377,1,3,1,0,0
6286,2,0,24,0,0,7,87,1,9,1,1,1
6287,1,0,32,0,0,0,127,0,1,0,0,1
6289,1,1,38,0,0,5,28,1,6,1,1,1
6292,2,0,56,0,0,3,28,0,1,0,0,1
6293,2,1,44,0,0,0,45,0,1,0,0,1
6296,2,0,31,0,0,1,138,0,5,1,1,1
6297,1,1,25,0,0,6,28,1,7,0,1,0
6299,2,1,20,0,0,0,45,0,5,0,1,0
6300,2,0,35,0,0,1,45,0,5,0,1,0
6301,2,0,33,0,0,1,6,1,4,1,0,0
6302,2,0,24,0,0,0,45,0,3,0,0,1
6303,3,1,40,0,0,2,28,0,2,0,0,1
6304,2,0,27,0,0,9,268,1,9,1,1,1
6305,2,1,21,0,0,2,242,0,3,0,0,1
6312,2,0,38,0,0,9,190,1,5,1,1,1
6314,1,0,20,0,0,0,187,1,6,1,1,1
6315,2,0,30,0,0,9,129,1,3,1,0,0
6317,1,0,36,0,0,9,28,1,6,1,1,1
6319,2,0,23,0,0,2,423,0,9,1,1,1
6320,2,0,39,0,0,21,129,1,10,1,1,1
6321,2,0,32,0,0,3,337,0,6,0,1,0
6322,1,0,29,0,0,3,246,1,6,1,1,1
6323,1,0,58,0,0,2,423,0,1,1,0,0
6324,3,0,23,0,0,2,190,1,7,0,1,0
6326,1,0,23,0,0,3,242,0,8,1,1,1
6328,2,1,68,0,0,5,306,1,2,0,0,1
6330,1,1,26,0,0,2,45,0,5,0,1,0
6332,2,0,51,0,0,0,306,1,4,1,0,0
6335,2,0,25,0,0,0,45,0,2,0,0,1
6336,2,0,40,0,0,5,172,1,9,1,1,1
6337,2,0,51,0,0,14,28,1,5,0,1,0
6338,2,0,27,0,0,2,328,0,5,1,1,1
6339,2,0,49,0,0,11,426,0,5,1,1,1
6341,6,0,36,0,0,0,45,0,1,0,0,1
6344,1,0,28,0,0,5,28,0,7,0,1,0
6345,2,0,20,0,0,0,60,1,3,0,0,1
6347,2,0,21,0,0,2,306,1,10,1,1,1
6349,2,1,31,0,0,0,6,1,2,0,0,1
6353,2,0,57,0,0,0,45,0,1,0,0,1
6354,1,1,61,0,0,8,336,1,3,1,0,0
6356,3,0,35,0,0,3,64,1,1,1,0,0
6359,2,0,54,0,0,3,28,1,6,1,1,1
6360,1,0,39,0,0,0,306,1,3,0,0,1
6361,2,0,24,0,1,1,306,1,7,0,1,0
6362,3,1,29,0,0,0,10,1,4,1,0,0
6365,2,0,48,0,0,8,306,1,9,1,1,1
6367,2,0,30,0,0,6,337,0,7,1,1,1
6368,2,0,26,0,1,10,306,1,10,1,1,1
6369,1,0,36,0,0,2,28,1,5,0,1,0
6371,2,0,37,0,0,12,246,1,9,1,1,1
6372,2,0,26,0,0,4,61,1,6,1,1,1
6373,2,0,29,0,0,7,242,0,10,1,1,1
6375,2,0,26,0,0,1,425,0,6,1,1,1
6376,2,0,60,0,0,2,306,1,1,0,0,1
6377,1,0,27,0,0,2,278,1,7,1,1,1
6378,2,0,41,2,0,16,190,1,7,1,1,1
6379,1,0,22,0,0,1,253,1,6,0,1,0
6380,2,0,28,0,0,3,28,1,7,0,1,0
6381,2,0,33,0,0,13,71,1,6,1,1,1
6382,2,0,28,0,0,2,28,1,2,0,0,1
6383,1,0,55,0,0,0,45,0,1,1,0,0
6384,2,0,21,0,1,6,65,1,8,1,1,1
6386,3,0,28,0,0,2,204,1,3,1,0,0
6387,3,1,22,0,0,0,45,0,2,0,0,1
6389,1,1,29,0,0,6,306,1,7,1,1,1
6390,2,0,45,0,0,5,176,1,1,0,0,1
6391,2,0,24,0,0,2,402,0,8,1,1,1
6392,2,0,50,0,0,12,306,1,1,1,0,0
6393,2,0,24,0,0,1,45,0,6,1,1,1
6394,2,0,47,0,0,1,28,1,2,0,0,1
6395,1,0,57,0,0,1,45,0,1,0,0,1
6396,1,0,54,0,0,6,21,1,1,0,0,1
6398,1,1,42,0,0,0,45,0,2,0,0,1
6399,1,0,35,0,0,5,96,1,3,0,0,1
6400,2,0,30,0,0,0,129,1,4,1,0,0
6401,1,0,53,0,0,1,100,1,1,0,0,1
6402,2,1,31,0,0,2,144,0,3,0,0,1
6405,1,0,83,0,0,4,28,1,1,0,0,1
6406,3,0,46,0,0,15,418,1,6,0,1,0
6409,2,0,31,0,0,0,246,1,2,1,0,0
6412,6,0,23,0,0,4,190,1,10,0,1,0
